"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"Rhodoluna_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0.000187632046052409	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodoluna_Rhodoluna lacicola"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Rhodoluna_uncultured actinobacterium"	0	0.000298393449666993	0.00207288255047469	0	0	0	0.00150199765688366	0.00342137676200903	0.00245936773169001	0.000810783419479072	0	0	0	0.00218041365561924	0	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0	0.000443374827305505	0	0
"Rhodoluna_uncultured bacterium"	0	0	0.0124372953028481	0.000133227994399095	0	0.042747221430607	0	0	0.00351338247384287	0.00364852538765582	0	0	0	0.0115250436082731	0.00379607485859621	0.00365882489802198	0.00622626237469647	0	0	0	0	0	0	0	0.00101976210280266	0	0
"Rhodomicrobium_Rhodomicrobium vannielii"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodomicrobium_uncultured bacterium"	0	0	0	0	0.00993566655903028	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodopila_bacterium Ellin5134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"Rhodopila_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Rhodopila_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Rhodopirellula_(Rhodopirellula)"	0	0	0	0	0	0.199487033342833	0	0	0.00105401474215286	0.000810783419479072	0	0	0	0.000622975330176925	0.00237254678662263	0	0	0	0	0	0	0	0	0.000314244054502489	0.000133012448191651	0	0
"Rhodopirellula_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodopirellula_planctomycete str. 337"	0	0	0	0	0	0.0712453690510117	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopirellula_planctomycete str. 567"	0	0	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopirellula_Rhodopirellula sp. SM52"	0	0	0	0	0	0.0284981476204047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopirellula_uncultured bacterium"	0	0	0	0	0	0.712453690510117	0	0.00342137676200903	0	0.00202695854869768	0	0	0	0.000622975330176925	0.00379607485859621	0.000375264092104819	0	0	0	0	0	0	0	0.000314244054502489	0.000221687413652752	0	0
"Rhodopirellula_uncultured organism"	0	0	0	0	0	0.0142490738102023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopirellula_uncultured Planctomycetaceae bacterium"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopirellula_uncultured planctomycete"	0	0	0	0	0	0	0	0	0.00140535298953715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Rhodoplanes_(Rhodoplanes)"	0	0	0	0	0	0.0142490738102023	0	0	0	0	0	0.00290701899736915	0.00303745178045299	0	0.000949018714649053	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0	0	0.00169677019792824
"Rhodoplanes_metagenome"	0	0	0	0	0	0.042747221430607	0	0	0	0.000405391709739536	0	0.00436052849605372	0	0	0.00284705614394716	0.000656712161183433	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0.00424192549482061
"Rhodoplanes_Rhodoplanes serenus"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodoplanes_Rhodovulum sp. PH10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoplanes_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodoplanes_uncultured bacterium"	0	0	0	0	0	0	0	0.00171068838100452	0	0.000405391709739536	0	0	0.00202496785363532	0	0.000949018714649053	0	0.00207542079156549	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0.0101806211875695
"Rhodopseudomonas_(Rhodopseudomonas)"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0.00169677019792824
"Rhodopseudomonas_Afipia genosp. 3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopseudomonas_alpha proteobacterium SK50-23"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopseudomonas_metagenome"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0	0	0.00124595066035385	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodopseudomonas_Rhodopseudomonas palustris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodopseudomonas_Rhodopseudomonas palustris BisA53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rhodopseudomonas_Rhodopseudomonas palustris CGA009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254515529689237
"Rhodopseudomonas_Rhodopseudomonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodopseudomonas_uncultured bacterium"	0	0	0	0	0	0	0.00150199765688366	0	0	0.00202695854869768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodopseudomonas_uncultured Bradyrhizobium sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rhodospirillaceae bacterium AW97_(Rhodospirillaceae bacterium AW97)"	0	0	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodospirillaceae bacterium_(Rhodospirillaceae bacterium)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rhodospirillum_Rhodospirillum rubrum F11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodothalassium_(Rhodothalassium)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodothermaceae bacterium RA_(Rhodothermaceae bacterium RA)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rhodovarius_(Rhodovarius)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovarius_Roseomonas sp."	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovarius_Roseomonas sp. L1B40"	0	0	0	0	0	0	0.00150199765688366	0	0	0.00121617512921861	0	0	0	0.00436082731123848	0.000474509357324526	0.00103197625328825	0	0	0	0	0	0	0	0.000942732163507466	0	0	0
"Rhodovarius_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovarius_uncultured bacterium"	0.0047174261722804	0	0	0	0	0	0.00300399531376731	0.0119748186670316	0	0.00162156683895814	0	0	0	0.000934462995265387	0.00142352807197358	0.00121960829934066	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Rhodovastum_(Rhodovastum)"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovastum_metagenome"	0	0.000298393449666993	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0.00124595066035385	0	0.000469080115131024	0.00207542079156549	0	0	0	0	0.0101988781234064	0	0	4.43374827305505e-05	0	0.00339354039585649
"Rhodovastum_Rhodovastum atsumiense"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovastum_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovulum_Rhodovulum marinum"	0	0	0	0	0	0	0.00300399531376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovulum_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodovulum_uncultured Rhodovulum sp."	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000934462995265387	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhynchosporium orthosporum_(Rhynchosporium orthosporum)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rickettsia_(Rickettsia)"	0	0.00507268864433888	0	0	0	0	0.00450599297065097	0	0.000351338247384287	0.00121617512921861	0	0	0	0.000622975330176925	0	9.38160230262047e-05	0.00415084158313098	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rickettsia_primary endosymbiont of Liposcelis bostrychophila (host pop. CQXM)"	0	0.000298393449666993	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Rickettsia africae ESF-5"	0	0.000596786899333986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Rickettsia australis str. Cutlack"	0	0.000895180349000979	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Rickettsia endosymbiont of Neochrysocharis formosa"	0	0.000895180349000979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Rickettsia hoogstraalii"	0	0.000298393449666993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Rickettsia limoniae"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Rickettsia_Rickettsia sp. MEAM1 (Bemisia tabaci)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rickettsia_uncultured bacterium"	0	0.00119357379866797	0	0	0	0	0.00150199765688366	0	0	0.00162156683895814	0	0	0	0	0	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rickettsia_Wolbachia pipientis"	0	0.000895180349000979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rickettsiella_(Rickettsiella)"	0	0	0	0	0	0	0.00150199765688366	0.00171068838100452	0.000702676494768574	0.00121617512921861	0	0	0	0.000622975330176925	0	0.000750528184209638	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rickettsiella_Candidatus Rickettsiella viridis"	0	0	0	0.000133227994399095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Rickettsiella_Proasellus assaforensis"	0	0	0	0	0	0	0	0	0.00210802948430572	0.00121617512921861	0	0	0	0.00373785198106155	0.00142352807197358	0.00225158455262891	0	0	0	0	0	0	0	0	0.000532049792766606	0	0
"Rickettsiella_Rickettsiella sp. GSU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rickettsiella_Rickettsiella symbiont of Asellus aquaticus"	0	0	0	0	0	0	0	0	0.00140535298953715	0	0	0	0	0	0	0.000844344207235842	0	0	0	0	0	0	0	0	0	0	0
"Rickettsiella_uncultured bacterium"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0.00124595066035385	0	0.000469080115131024	0	0	0	0	0	0	0	0	0	0	0
"Rickettsiella_uncultured Diplorickettsia sp."	0	0	0	0	0	0	0.00150199765688366	0	0	0.000405391709739536	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Riemerella_Riemerella anatipestifer Yb2"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0.00145350949868457	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	7.18608400460341e-05	0
"Riemerella_Riemerella columbina DSM 16469"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rikenella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rikenellaceae RC9 gut group_(Rikenellaceae RC9 gut group)"	0	0	0	0	0	0.0142490738102023	0.00300399531376731	0	0.000351338247384287	0	0	0	0	0.049838026414154	0.00284705614394716	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rikenellaceae RC9 gut group_Bacteroidales genomosp. P8 oral clone MB4_G15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rikenellaceae RC9 gut group_Bacteroidales oral clone MCE7_164"	0	0	0	0	0	0	0.00300399531376731	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rikenellaceae RC9 gut group_uncultured bacterium"	0	0	0	0.000399683983197285	0	0.0712453690510117	0.00150199765688366	0	0.00421605896861144	0.00932400932400932	0	0.0058140379947383	0.00101248392681766	0.0190007475703962	0.009015677789166	0.00159487239144548	0.00830168316626196	0.00329272308198881	0	0	0	0	0	0.0172834229976369	0.000354699861844404	0.000107791260069051	0
"Rikenellaceae RC9 gut group_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00311487665088463	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rikenellaceae RC9 gut group_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rikenellaceae RC9 gut group_unidentified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0513954647395963	0.00284705614394716	0	0	0	0	0	0	0	0	0	0	0	0
"Rivibacter_Burkholderiales bacterium"	0.00943485234456081	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Rivibacter_Rivibacter subsaxonicus"	0	0	0.00829153020189876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rivibacter_uncultured beta proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rivicola_(Rivicola)"	0	0	0.00621864765142407	0	0	0	0.00150199765688366	0.00513206514301355	0.00245936773169001	0.00121617512921861	0	0	0	0.0049838026414154	0.00332156550127169	0.00562896138157228	0	0	0	0	0	0	0	0	0.000310362379113853	0	0
"Rivicola_Aquaspirillum sp. LM1"	0	0	0.00621864765142407	0	0	0	0.00300399531376731	0.00513206514301355	0.00597275020553287	0.00405391709739536	0	0.00290701899736915	0	0.00965611761774234	0.00474509357324526	0.00459698512828403	0.00622626237469647	0	0.101902173913043	0	0	0.0101988781234064	0	0.000628488109004978	0.00093108713734156	0	0
"Rivicola_metagenome"	0	0	0.0124372953028481	0	0	0	0.00150199765688366	0	0.00597275020553287	0.00445930880713489	0	0	0	0.00218041365561924	0.00189803742929811	0.000281448069078614	0	0	0	0	0	0	0	0	0.000620724758227707	0	0
"Rivicola_Rivicola pingtungensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rivicola_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000934462995265387	0	0.00431553705920542	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rivicola_uncultured prokaryote"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rivularia PCC-7116_(Rivularia PCC-7116)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rivularia PCC-7116_Calothrix sp. CCAP 1410/5"	0	0.00149196724833496	0.00207288255047469	0	0	0	0	0	0	0.0056754839363535	0	0.00145350949868457	0	0	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Rivularia PCC-7116_Nostocales cyanobacterium HI14"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rivularia PCC-7116_Phyllonema ansata C58-M5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Rivularia PCC-7116_Rivularia sp. 5PA13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Robbsia_Burkholderia sp. JS23"	0	0	0	0	0	0	0.00450599297065097	0	0.000351338247384287	0.000810783419479072	2.5	2.99277605779154	0	0.0274109145277847	0.000474509357324526	9.38160230262047e-05	0.00207542079156549	0	0.0679347826086956	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0.131649058964334	0.0195128572761748
"Robbsia_Robbsia andropogonis"	0	0	0	0.000133227994399095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107791260069051	0
"Robinsoniella_(Robinsoniella)"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000311487665088462	0.000949018714649053	9.38160230262047e-05	0	0	0	0	0	0	0	0	0.000221687413652752	0	0
"Robinsoniella_Robinsoniella peoriensis"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000311487665088462	0.000949018714649053	0.000281448069078614	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Robinsoniella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Robinsoniella_uncultured Firmicutes bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Robinsoniella_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_(Rodentibacter)"	0	0	0	0	0	0	0	0.00342137676200903	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Pasteurellaceae bacterium"	0	0	0	0	0	0	0	0	0.0126481769058343	0.000405391709739536	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Rodentibacter heylii"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Rodentibacter mrazii"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Rodentibacter myodis"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Rodentibacter pneumotropicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310362379113853	0	0
"Rodentibacter_Rodentibacter rarus"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rodentibacter_Rodentibacter ratti"	0	0	0	0	0	0	0	0.00342137676200903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Romboutsia_(Romboutsia)"	0	0	0.0103644127523734	0	0	0	0.00150199765688366	0.00513206514301355	0.000351338247384287	0.00364852538765582	0	0.00145350949868457	0.00101248392681766	0.00903314228756541	0.00332156550127169	0.000469080115131024	0	0	0	0	0	0	0	0	0.00217253665379697	7.18608400460341e-05	0
"Romboutsia_Clostridium sp. enrichment culture clone NHT19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Romboutsia_Romboutsia hominis"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.00124595066035385	0	0	0	0	0	0	0	0	0	0	0.000221687413652752	0	0
"Romboutsia_Romboutsia ilealis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0.00415084158313098	0	0	0	0	0	0	0	0	0	0
"Romboutsia_Romboutsia lituseburensis"	0.0047174261722804	0.00238714759733594	0.0207288255047469	0	0	0.0142490738102023	0.0135179789119529	0.0188175721910497	0.0235396625747472	0.0178372352285396	0	0.00436052849605372	0.00303745178045299	0.0292798405183155	0.0237254678662263	0.00281448069078614	0.00415084158313098	0.000823180770497201	0	0	0	0	0	0	0.00412338589394119	0.00035930420023017	0.00254515529689237
"Romboutsia_uncultured bacterium"	0.0283045570336824	0.00716144279200783	0.0310932382571204	0	0	0.0284981476204047	0.043557932049626	0.155672642671411	0.0885372383408403	0.062024931590149	0	0.0261631709763223	0.0161997428290826	0.0937577871916272	0.0963253995368789	0.0146352995920879	0.0332067326650478	0.0016463615409944	0.0339673913043478	0.00137885864975267	0	0	0	0.00439941676303484	0.0217697040207003	0.00107791260069051	0.0135741615834259
"Romboutsia_uncultured Clostridium sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186892599053077	0.000474509357324526	0	0	0	0	0	0	0	0	0	0.000354699861844404	0	0
"Romboutsia_uncultured Firmicutes bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Romboutsia_uncultured organism"	0	0	0	0	0	0	0	0.00171068838100452	0.00105401474215286	0.00283774196817675	0	0	0	0.0024919013207077	0.000949018714649053	0.000187632046052409	0	0	0	0	0	0	0	0	0.00097542462007211	0	0.00254515529689237
"Romboutsia_uncultured Peptostreptococcaceae bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.00280338898579616	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Romboutsia_uncultured Romboutsia sp."	0	0	0.00207288255047469	0	0	0	0	0.00171068838100452	0	0	0	0	0.00101248392681766	0	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Romboutsia_uncultured rumen bacterium"	0	0	0	0	0	0.0142490738102023	0	0	0	0.000405391709739536	0	0	0	0.000622975330176925	0	0.000281448069078614	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Romboutsia_uncultured Sporacetigenium sp."	0	0	0	0	0	0	0	0	0.000351338247384287	0.000810783419479072	0	0	0	0.00155743832544231	0	0	0	0	0	0	0	0	0	0	0.000399037344574954	0	0
"Roseateles_(Roseateles)"	0	0	0.00207288255047469	0	0	0	0.00300399531376731	0.00171068838100452	0	0.000810783419479072	0	0	0	0.00124595066035385	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Roseateles_beta proteobacterium YB11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101988781234064	0	0	0	0	0
"Roseateles_Roseateles depolymerans"	0	0	0	0	0	0	0	0	0.000702676494768574	0.000405391709739536	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Roseateles_Roseateles sp. YR242"	0	0	0.00207288255047469	0	0	0	0.00300399531376731	0	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0.000375264092104819	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Roseateles_uncultured bacterium"	0	0	0	0	0	0	0.00150199765688366	0.00171068838100452	0	0.000810783419479072	0	0	0	0.00124595066035385	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Roseburia_(Roseburia)"	0.0141522785168412	0.00387911484567091	0.223871315451267	0.00146550793839005	0.0298069996770908	0.142490738102023	0.540719156478116	0.915218283837416	0.196749418535201	0.20999290564508	0	0.0116280759894766	0.0212621624631709	0.61799152753551	2.58939756291994	0.0617309431512427	0.346595272191437	0.00411590385248601	0	0.00137885864975267	0.107066381156317	0	0.00490975863626544	0.00911307758057217	0.0488155684863361	0.00377269410241679	0.0364805592554572
"Roseburia_Clostridium sp. Clone-44"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Roseburia_Eubacterium plexicaudatum"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Roseburia_Eubacterium sp. 14-2"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000810783419479072	0	0	0	0.012770994268627	0	0	0.00415084158313098	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Roseburia_gut metagenome"	0	0	0	0	0.00248391663975757	0	0.00150199765688366	0	0	0	0	0	0	0.000622975330176925	0.000474509357324526	0.000281448069078614	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Roseburia_human gut metagenome"	0	0.000895180349000979	0.00414576510094938	0	0.00248391663975757	0.0142490738102023	0.0375499414220914	0.0667168468591761	0.0172155741218301	0.0162156683895814	0	0.00290701899736915	0	0.0429852977822078	0.126693998405649	0.00459698512828403	0.0228296287072204	0.000823180770497201	0	0.000344714662438167	0	0	0	0.000628488109004978	0.00301494882567743	0.000215582520138102	0.00254515529689237
